Family;ScientificName;Author;Collector;Longitude;Latitude;Elevation;Date;Location;Herbarium;ID;wfoMeta_scientificName;wfoMeta_family;wfoMeta_majorGroup;wfoMeta_wfoID;wfoMeta_rank;wfoMeta_status;wfoMeta_author;gbifOccurrenceCheck
Cyperaceae;Fimbristylis dichotoma;Vahl.;G.Murata 17530;NA;NA;NA;1973-08-03;ON SANDY COAST.;BKF;371;Fimbristylis dichotoma;Cyperaceae;Angiosperm;wfo-0000420095;species;Accepted;(L.) Vahl;TRUE
Cyperaceae;Mapania terviscapa;Clarke.;K.Larsen 7139;NA;NA;NA;1959-04-03;NA;BKF;372;Mapania tenuiscapa;Cyperaceae;Angiosperm;wfo-0000466225;species;Accepted;C.B.Clarke;TRUE
Dennstaedtiaceae;Lindsaea orbiculata;(Lam.) Mett. & Kulm.;G.Murata 17459;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST, NEAR SEA LEVEL.;BKF;373;Lindsaea orbiculata;Lindsaeaceae;Pteridophytes;wfo-0001107721;species;Accepted;(Lam.) Mett. ex Kuhn;TRUE
Dennstaedtiaceae;Lindsaea;NA;C.F.vanBeusekom 3197;102,400000000000;12,0000000000000;NA;1970-03-12;EDGE DRY EVERGREEN FOREST ALONG STREAM. IN SMALL CREVICES BETWEEN STONES IN RATHER SHADY FOREST.;BKF;374;Lindsaea;Lindsaeaceae;Pteridophytes;wfo-4000021858;genus;Accepted;Dryand. ex Sm.;TRUE
Dennstaedtiaceae;Linsaea lucida;Bl.;C.Niyomdham 3200;NA;NA;NA;1992-09-04;ON ROCK.;BKF;375;Lindsaea lucida;Lindsaeaceae;Pteridophytes;wfo-0001120196;species;Accepted;Blume;TRUE
Dilleniaceae;Dillenia ovata;NA;C.F.vanBeusekom 3192;102,400000000000;12,0000000000000;NA;1970-03-12;EDGE DRY EVERGREEN FOREST ALONG STREAM. TREELET C. 9 M. TALL, FWS. YELLOW, PETALS WANTING. EXPEDITION OF THE RIJKSHERBARIUM, LEIDEN, NETHERLANDS, AND THE FOREST HERBARIUM, BANGKOK, THAILAND, SPONSORED BY DITH, NETHERLANDS, AND THE THAI GOVERNMENT.;BKF;376;Dillenia ovata;Dilleniaceae;Angiosperm;wfo-0000647605;species;Accepted;Wall.;TRUE
Dilleniaceae;Tetracera loureiri;(Fin. Et Gagnep.);B.Sangkhachand 435;NA;NA;30;1955-01-04;"EXTENSIVE SCANDENT SHRUB, COMMON IN DECIDUOUS FOREST OF THE PLAIN; USUALLY SENDING UP SHOOTS ABOVE THE CROWN OF TREES.  FLOWERS YELLOWISH, SCENTED; STEM WITH LATEX.";BKF;377;Tetracera loureiri;Dilleniaceae;Angiosperm;wfo-0001267142;species;Accepted;(Finet & Gagnep.) Pierre ex W.G.Craib;TRUE
Dioscoreaceae;Dioscorea;NA;C.Niyomdham 3194;NA;NA;NA;1992-09-04;"CLIMBER, 3 M LONG; FLOWERS LIGHT GREEN.";BKF;378;Dioscorea;Dioscoreaceae;Angiosperm;wfo-4000011843;genus;Accepted;L.;TRUE
Dioscoreaceae;Dioscorea;NA;C.Niyomdham 3193;NA;NA;NA;1994-09-04;"CLIMBER, 3 M LONG; FLOWERS WHITE, TURNING YELLOW; FRAGRATN.";BKF;379;Dioscorea;Dioscoreaceae;Angiosperm;wfo-4000011843;genus;Accepted;L.;TRUE
Dioscoreaceae;Dioscorea;NA;C.Niyomdham 3193;NA;NA;NA;1994-09-04;"CLIMBER, 3 M LONG; FLOWERS WHITE, TURNING YELLOW; FRAGRANT.";BKF;380;Dioscorea;Dioscoreaceae;Angiosperm;wfo-4000011843;genus;Accepted;L.;TRUE
