Family;ScientificName;Author;Collector;Longitude;Latitude;Elevation;Date;Location;Herbarium;ID;wfoMeta_scientificName;wfoMeta_family;wfoMeta_majorGroup;wfoMeta_wfoID;wfoMeta_rank;wfoMeta_status;wfoMeta_author;gbifOccurrenceCheck
Phyllanthaceae;Glochidion littorale;NA;R.Geesink L.2235169;102,666667000000;12,0000000000000;NA;1974-05-08;Cleared forest in valley. Shrub, gregariously growing. Fruit bright green, one sided red ringed. Nerves in leaves yellow.;LEIDEN;851;Phyllanthus littoralis;Phyllanthaceae;Angiosperm;wfo-0000271395;species;Accepted;(Blume) Müll.Arg.;TRUE
Rubiaceae;Pavetta;NA;R.Geesink L.2934437;102,666667000000;12,0000000000000;NA;1974-05-08;In rice field along dike. Cleared forest in valley. In forest edge. Undershrub. Corolla tube green at base, towards throat white, lobes and filaments white.;LEIDEN;852;Pavetta;Rubiaceae;Angiosperm;wfo-4000028355;genus;Accepted;L.;TRUE
Euphorbiaceae;Macaranga denticulata;NA;R.Geesink L.2241462;102,666667000000;12,0000000000000;NA;1974-05-08;Cleared forest in valley. Tree 6 m. Leaf undersurface glaucish. Fruit still green;LEIDEN;853;Macaranga denticulata;Euphorbiaceae;Angiosperm;wfo-0000231917;species;Accepted;Müll.Arg.;TRUE
Apocynaceae;Ichnocarpus frutescens;NA;R.Geesink L.2709091;102,666667000000;12,0000000000000;NA;1974-05-08;Cleared forest in valley. Climber. Corolla white.;LEIDEN;854;Ichnocarpus frutescens;Apocynaceae;Angiosperm;wfo-0000217289;species;Accepted;(L.) W.T.Aiton;TRUE
Vitaceae;Leea indica;NA;R.Geesink L.2337391;102,666667000000;12,0000000000000;NA;1974-05-08;Cleared forest in valley. Big shrub, 4-5 m. Stems c. 6 cm in diam. Fruit still green.;LEIDEN;855;Leea indica;Vitaceae;Angiosperm;wfo-0001145518;species;Accepted;(Burm.f.) Merr.;TRUE
Phyllanthaceae;Antidesma puncticulatum;NA;R.Geesink L.2184049;102,666667000000;12,0000000000000;NA;1974-05-08;Cleared forest in valley, in forest edge. Shrub. Berries black via red via white.;LEIDEN;856;Antidesma puncticulatum;Phyllanthaceae;Angiosperm;wfo-0000238649;species;Accepted;Miq.;TRUE
Orchidaceae;Pomatocalpa maculosum;NA;R.Geesink L.1525657;102,666667000000;12,0000000000000;NA;1974-05-08;Cleared forest in valley. Near mangrove. Epiphytic orchid. All tepals yellow with a few purplish patches. Column yellow.;LEIDEN;857;Pomatocalpa maculosum;Orchidaceae;Angiosperm;wfo-0000280752;species;Accepted;(Lindl.) J.J.Sm.;TRUE
Zingiberaceae;Alpinia conchigera;NA;R.Geesink L.1477847;102,666667000000;12,0000000000000;NA;1974-05-08;Cleared forest in valley. In forest edge. Perianth pale green. Stamens yellow. Style white. Petaloid white with centrifugal redbrown stripes, auricles red with yellow margin.;LEIDEN;858;Alpinia conchigera;Zingiberaceae;Angiosperm;wfo-0000338416;species;Accepted;Griff.;TRUE
Orchidaceae;Flickingeria;NA;R.Geesink L.1520525;102,666667000000;12,0000000000000;NA;1974-05-09;Disturbed evergreen forest on granitic hill. Epiphytic, 5 tepals light yellow with purple dots, labellum yellow. Column white.;LEIDEN;859;Dendrobium;Orchidaceae;Angiosperm;wfo-4000011060;genus;Accepted;Sw.;TRUE
Euphorbiaceae;Koilodepas hainanense;NA;R.Geesink L.2224720;102,666667000000;12,0000000000000;NA;1974-05-09;Disturbed evergreen forest on granitic hill, along cascade. Shrub. Fruits brown hairy.;LEIDEN;860;Koilodepas hainanense;Euphorbiaceae;Angiosperm;wfo-0000221338;species;Accepted;(Merr.) Croizat;TRUE
Rhamnaceae;Ventilago maingayi;NA;R.Geesink L.2336410;102,666667000000;12,0000000000000;NA;1974-05-09;Disturbed evergreen forest on granitic hill. Climber. Fruit green, red tinged.;LEIDEN;861;Ventilago maingayi;Rhamnaceae;Angiosperm;wfo-0000418345;species;Accepted;M.A.Lawson;TRUE
Araceae;Anadendrum microstachyum;NA;R.Geesink L.1409655;102,666667000000;12,0000000000000;NA;1974-05-09;Disturbed evergreen forest on granitic hill. Climber, also on soil. Berries red via yellow.;LEIDEN;862;Anadendrum microstachyum;Araceae;Angiosperm;wfo-0000969263;species;Accepted;(de Vriese & Miq.) Backer & Alderw.;TRUE
Ebenaceae;Diospyros hermaphroditica;NA;R.Geesink L.2663682;102,666667000000;12,0000000000000;NA;1974-05-09;Disturbed evergreen forest on granitic hill. Along cascade. Female flowers and young fruits.;LEIDEN;863;Diospyros venosa var. venosa;Ebenaceae;Angiosperm;wfo-0000919542;variety;Accepted;;TRUE
Polypodiaceae;Platycerium coronarium;NA;R.Geesink L.3584804;102,666667000000;12,0000000000000;NA;1974-05-09;Disturbed evergreen forest on granitic hill. Epiphytic, sterile.;LEIDEN;864;Platycerium coronarium;Polypodiaceae;Pteridophytes;wfo-0001224687;species;Accepted;(Konig) Desv.;TRUE
Fabaceae;Erythrina variegata;NA;R.Geesink L.1951953;102,666667000000;12,0000000000000;NA;1974-05-09;Along sandy beach. Tree, 6 m, with spiny branches at stem. Pods old, apparently seeds still in tact.;LEIDEN;865;Erythrina variegata;Fabaceae;Angiosperm;wfo-0000181193;species;Accepted;L.;TRUE
Orchidaceae;Habenaria rhodocheila;NA;A.F.G.Kerr L.1516462;102,383300000000;12,0000000000000;NA;1924-09-26;"On damp rocks in evergreen forest. Sepals & petals greenish; lip ....; rostellum & stigmatic ....; leaves with greyish mottling.";LEIDEN;866;Habenaria rhodocheila;Orchidaceae;Angiosperm;wfo-0000978543;species;Accepted;Hance;TRUE
Orchidaceae;Luisia latilabris;NA;A.F.G.Kerr L.1521948;102,383300000000;12,0000000000000;NA;1924-10-02;On tree by sea shore. Sepals & petals greenish, lip deep purple.;LEIDEN;867;Luisia zollingeri;Orchidaceae;Angiosperm;wfo-0000231054;species;Accepted;Rchb.f.;TRUE
Orchidaceae;Trichotosia rufinula;NA;A.F.G.Kerr L.1535032;102,383300000000;12,0000000000000;NA;1924-10-03;On trees in evergreen forest. Flowers white, lip with yellow patch on disc & purple tip.;LEIDEN;868;Trichotosia pulvinata;Orchidaceae;Angiosperm;wfo-0000328033;species;Accepted;Kraenzl.;TRUE
Orchidaceae;Eulophia graminea;NA;A.F.G.Kerr L.1520456;102,383300000000;12,0000000000000;NA;1922-01-01;Jungle. Flowers reddish yellow, outside whitish.;LEIDEN;869;Eulophia graminea;Orchidaceae;Angiosperm;wfo-0000959912;species;Accepted;Lindl.;TRUE
Orchidaceae;Spathoglottis plicata;NA;A.F.G.Kerr L.1533155;102,383300000000;12,0000000000000;NA;1928-04-14;On open rocky ground by stream. Flowers purple.;LEIDEN;870;Spathoglottis plicata;Orchidaceae;Angiosperm;wfo-0000312121;species;Accepted;Blume;TRUE
Boraginaceae;Carmona retusa;NA;A.F.G.Kerr L.2737176;102,383300000000;12,0000000000000;NA;1923-04-05;NA NA;LEIDEN;871;Ehretia microphylla;Boraginaceae;Angiosperm;wfo-0000663488;species;Accepted;Lam.;TRUE
Poaceae;Acroceras tonkinense;NA;A.F.G.Kerr L.1204121;102,383300000000;12,0000000000000;NA;1924-09-26;NA NA;LEIDEN;872;Acroceras tonkinense;Poaceae;Angiosperm;wfo-0000841420;species;Accepted;(Balansa) C.E.Hubb. in Bor;TRUE
Cyperaceae;Scleria oblata;NA;A.F.G.Kerr L.1403669;102,383300000000;12,0000000000000;NA;1924-09-27;In open, rather marshy ground. NA;LEIDEN;873;Scleria oblata;Cyperaceae;Angiosperm;wfo-0000552091;species;Accepted;S.T.Blake ex J.Kern;TRUE
Cyperaceae;Eleocharis geniculata;NA;A.F.G.Kerr L.1378453;102,383300000000;12,0000000000000;NA;1924-10-02;In marshy round by sea. NA;LEIDEN;874;Eleocharis geniculata;Cyperaceae;Angiosperm;wfo-0000404186;species;Accepted;(L.) Roem. & Schult.;TRUE
Cyperaceae;Cyperus babakan;NA;A.F.G.Kerr L.1372674;102,383300000000;12,0000000000000;NA;1924-10-02;Marshy ground by sea. Tufted.;LEIDEN;875;Cyperus babakan;Cyperaceae;Angiosperm;wfo-0000368290;species;Accepted;Steud.;TRUE
Dioscoreaceae;Tacca leontopetaloides;NA;A.F.G.Kerr L.1464447;102,383300000000;12,0000000000000;NA;1924-10-02;"On stony ground by sea; probably cultivated. NA";LEIDEN;876;Tacca leontopetaloides;Dioscoreaceae;Angiosperm;wfo-0000567798;species;Accepted;(L.) Kuntze;TRUE
Cyperaceae;Cyperus iria;NA;A.F.G.Kerr L.1380486;102,383300000000;12,0000000000000;NA;1924-10-02;Open marshy ground by sea. NA;LEIDEN;877;Cyperus iria;Cyperaceae;Angiosperm;wfo-0000375442;species;Accepted;L.;TRUE
Fagaceae;Castanopsis argyrophylla;NA;A.F.G.Kerr L.1553082;102,383300000000;12,0000000000000;NA;1924-10-02;Evergreen forest. Tree c. 25 m high.;LEIDEN;878;Castanopsis argyrophylla;Fagaceae;Angiosperm;wfo-0000812734;species;Accepted;King ex Hook.f.;TRUE
Urticaceae;Pilea;NA;A.F.G.Kerr L.1627368;102,383300000000;12,0000000000000;NA;1924-10-03;On rocks in evergreen forest. NA;LEIDEN;879;Pilea;Urticaceae;Angiosperm;wfo-4000029665;genus;Accepted;Lindl.;TRUE
Lecythidaceae;Barringtonia acutangula;NA;B.Khantchai L.2490552;102,383300000000;12,0000000000000;NA;1955-02-16;Scattered in evergreen forest. Tree, flowers yellow.;LEIDEN;880;Barringtonia acutangula;Lecythidaceae;Angiosperm;wfo-0000774811;species;Accepted;Gaertn.;TRUE
Oleaceae;Jasminum annamense;NA;A.Marcan L.2676969;102,383300000000;12,0000000000000;NA;1923-04-04;Jungle hilllfoot. Flower white. Woody climber.;LEIDEN;881;Jasminum annamense;Oleaceae;Angiosperm;wfo-0000813665;species;Accepted;Wernham;TRUE
Melastomataceae;Melastoma pellegrinianum;NA;KarstenMeyer L.3904137;102,816667000000;11,9833330000000;NA;1996-09-03;"Rocky riverside vegetation of scattered shrubs. Much branched shrubs up to 2 m; inflorescences terminal; flowers 5-merous; stamens dimorphic, lilac; filaments or shorter stamens yellow as well as connective appendages; fruits dry capsules. Common.";LEIDEN;882;Melastoma pellegrinianum;Melastomataceae;Angiosperm;wfo-0000158050;species;Accepted;(H.Boissieu) Karst.Mey.;TRUE
Melastomataceae;Melastoma;NA;KarstenMeyer L.3904103;102,816667000000;11,9833330000000;NA;1996-09-03;"Roadside scrub. Hypanthium emergences penicillate; stamen unequal; leaves strigose.";LEIDEN;883;Melastoma;Melastomataceae;Angiosperm;wfo-4000023619;genus;Accepted;L.;TRUE
Pteridaceae;Adiantum flabellulatum;NA;D.J.Middleton L.4367675;102,322222000000;12,6500000000000;NA;2009-01-06;Dry evergreen forest. Terrestrial fern. Rhizome short creeping. Stipe and rachis dark reddish-brown, shiny. Pinnae dark green above, slightly greyish-green beneath. Fertile fronds ca. 2 times as long as sterile.;LEIDEN;884;Adiantum flabellulatum;Pteridaceae;Pteridophytes;wfo-0001107189;species;Accepted;L.;TRUE
Rubiaceae;Lasianthus constrictus;NA;G.Murata L.2922447;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. Flowers white.;LEIDEN;885;Lasianthus constrictus;Rubiaceae;Angiosperm;wfo-0000223630;species;Accepted;Wight;TRUE
Rubiaceae;Lasianthus reticulatus;NA;G.Murata L.2930590;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;886;Lasianthus reticulatus;Rubiaceae;Angiosperm;wfo-0000223879;species;Accepted;Blume;TRUE
Oleaceae;Jasminum nobile;NA;G.Murata L.2683577;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;887;Jasminum nobile;Oleaceae;Angiosperm;wfo-0000813342;species;Accepted;C.B.Clarke;TRUE
Rubiaceae;Ixora;NA;G.Murata L.2925173;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;888;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Hedyotis;NA;G.Murata L.2912010;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;889;Hedyotis;Rubiaceae;Angiosperm;wfo-4000017143;genus;Accepted;L.;TRUE
Loganiaceae;Strychnos minor;NA;G.Murata L.2688238;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;890;Strychnos minor;Loganiaceae;Angiosperm;wfo-0000502993;species;Accepted;Dennst.;TRUE
Cyperaceae;Fimbristylis dichotoma;NA;G.Murata L.1390373;102,383300000000;12,0000000000000;NA;1973-08-03;On sandy coast. NA;LEIDEN;891;Fimbristylis dichotoma;Cyperaceae;Angiosperm;wfo-0000420095;species;Accepted;(L.) Vahl;TRUE
Rubiaceae;Argostemma pulchellum;NA;G.Murata L.2849592;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;892;Argostemma pulchellum;Rubiaceae;Angiosperm;wfo-0000266493;species;Accepted;E.T.Geddes;TRUE
Begoniaceae;Begonia sinuata;NA;G.Murata L.2481487;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;893;Begonia sinuata;Begoniaceae;Angiosperm;wfo-0000825538;species;Accepted;Wall. ex Meisn.;TRUE
Oleaceae;Jasminum nobile;NA;G.Murata L.2683576;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;894;Jasminum nobile;Oleaceae;Angiosperm;wfo-0000813342;species;Accepted;C.B.Clarke;TRUE
Zingiberaceae;Boesenbergia;NA;G.Murata L.1474248;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;895;Boesenbergia;Zingiberaceae;Angiosperm;wfo-4000004878;genus;Accepted;Kuntze;TRUE
Zingiberaceae;Globba;NA;G.Murata L.1479286;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;896;Globba;Zingiberaceae;Angiosperm;wfo-4000015752;genus;Accepted;L.;TRUE
Zingiberaceae;Globba geoffrayi;NA;G.Murata L.1479287;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;897;Globba geoffrayi;Zingiberaceae;Angiosperm;wfo-0000430380;species;Accepted;Gagnep.;TRUE
Zingiberaceae;Globba geoffrayi;NA;G.Murata L.1479283;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;898;Globba geoffrayi;Zingiberaceae;Angiosperm;wfo-0000430380;species;Accepted;Gagnep.;TRUE
Zingiberaceae;Globba geoffrayi;NA;G.Murata L.1479284;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;899;Globba geoffrayi;Zingiberaceae;Angiosperm;wfo-0000430380;species;Accepted;Gagnep.;TRUE
Pteridaceae;Taenitis blechnoides;NA;G.Murata L.3602502;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;900;Taenitis blechnoides;Pteridaceae;Pteridophytes;wfo-0001117744;species;Accepted;(Willd.) Sw.;TRUE
Lamiaceae;Callicarpa angustifolia;NA;G.Murata L.2762061;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;901;Callicarpa angustifolia;Lamiaceae;Angiosperm;wfo-0000767841;species;Accepted;King & Gamble;TRUE
Lamiaceae;Callicarpa angustifolia;NA;G.Murata L.2762062;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;902;Callicarpa angustifolia;Lamiaceae;Angiosperm;wfo-0000767841;species;Accepted;King & Gamble;TRUE
Rubiaceae;Psychotria;NA;G.Murata L.2948227;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;903;Psychotria;Rubiaceae;Angiosperm;wfo-4000031840;genus;Accepted;L.;TRUE
Cibotiaceae;Cibotium barometz;NA;G.Murata L.1284087;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;904;Cibotium barometz;Cibotiaceae;Pteridophytes;wfo-0000748037;species;Accepted;(L.) J.Sm.;TRUE
Athyriaceae;Diplazium prescottianum;NA;G.Murata L.3543198;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;905;Diplazium mixtum;Athyriaceae;Pteridophytes;wfo-0000154582;species;Accepted;(Roxb.) C.V.Morton;TRUE
Rubiaceae;Psychotria asiatica;NA;G.Murata L.2944673;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;906;Psychotria asiatica;Rubiaceae;Angiosperm;wfo-0000284957;species;Accepted;L.;TRUE
Melastomataceae;Melastoma;NA;G.Murata L.2543828;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;907;Melastoma;Melastomataceae;Angiosperm;wfo-4000023619;genus;Accepted;L.;TRUE
Euphorbiaceae;Hevea brasiliensis;NA;G.Murata L.2240655;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;908;Hevea brasiliensis;Euphorbiaceae;Angiosperm;wfo-0000982080;species;Accepted;(Willd. ex A.Juss.) Müll.Arg.;TRUE
Lamiaceae;Vitex vestita;NA;G.Murata L.2771912;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;909;Vitex vestita;Lamiaceae;Angiosperm;wfo-0000333537;species;Accepted;Wall. ex Walp.;TRUE
Lamiaceae;Vitex vestita;NA;G.Murata L.2771905;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;910;Vitex vestita;Lamiaceae;Angiosperm;wfo-0000333537;species;Accepted;Wall. ex Walp.;TRUE
Moraceae;Ficus chartacea;NA;G.Murata L.1600076;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;911;Ficus chartacea;Moraceae;Angiosperm;wfo-0000687785;species;Accepted;(Kurz) Wall. ex King;TRUE
Rubiaceae;Lasianthus constrictus;NA;G.Murata L.2922446;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;912;Lasianthus constrictus;Rubiaceae;Angiosperm;wfo-0000223630;species;Accepted;Wight;TRUE
Rubiaceae;Lasianthus hirsutus;NA;G.Murata L.2926289;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;913;Lasianthus hirsutus;Rubiaceae;Angiosperm;wfo-0000223716;species;Accepted;(Roxb.) Merr.;TRUE
Celastraceae;Microtropis discolor;NA;G.Murata L.2290253;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;914;Microtropis discolor;Celastraceae;Angiosperm;wfo-0001292731;species;Accepted;(Wall.) Wall. ex Meisn.;FALSE
Rubiaceae;Fagerlindia;NA;G.Murata L.2898074;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;915;Benkara;Rubiaceae;Angiosperm;wfo-4000004421;genus;Accepted;Adans.;TRUE
Primulaceae;Ardisia crenata;NA;G.Murata L.2627567;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;916;Ardisia crenata;Primulaceae;Angiosperm;wfo-0000544135;species;Accepted;Sims;TRUE
Rubiaceae;Lasianthus obscurus;NA;G.Murata L.2930714;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;917;Lasianthus obscurus;Rubiaceae;Angiosperm;wfo-0000223835;species;Accepted;Blume ex Miq.;TRUE
Rubiaceae;Ixora;NA;G.Murata L.2925119;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. Corolla orange.;LEIDEN;918;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Psychotria;NA;G.Murata L.2947946;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;919;Psychotria;Rubiaceae;Angiosperm;wfo-4000031840;genus;Accepted;L.;TRUE
Rubiaceae;Psychotria;NA;G.Murata L.2947993;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;920;Psychotria;Rubiaceae;Angiosperm;wfo-4000031840;genus;Accepted;L.;TRUE
Rubiaceae;Psychotria;NA;G.Murata L.2947945;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;921;Psychotria;Rubiaceae;Angiosperm;wfo-4000031840;genus;Accepted;L.;TRUE
Moraceae;Ficus ischnopoda;NA;G.Murata L.1603223;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;922;Ficus ischnopoda;Moraceae;Angiosperm;wfo-0000688844;species;Accepted;Miq.;TRUE
Rubiaceae;Psychotria;NA;G.Murata L.2948226;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;923;Psychotria;Rubiaceae;Angiosperm;wfo-4000031840;genus;Accepted;L.;TRUE
Lamiaceae;Vitex vestita;NA;G.Murata L.2771911;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;924;Vitex vestita;Lamiaceae;Angiosperm;wfo-0000333537;species;Accepted;Wall. ex Walp.;TRUE
Pteridophyta;Heterogonium gurupahense;NA;G.Murata L.3546146;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;925;Heterogonium gurupahense;Tectariaceae;Pteridophytes;wfo-0001267031;species;Unchecked;(C.Chr. ex Kjellb. & C.Chr.) Holttum;TRUE
Calophyllaceae;Calophyllum calaba;NA;G.Murata L.2401533;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;926;Calophyllum calaba;Calophyllaceae;Angiosperm;wfo-0000581073;species;Accepted;L.;TRUE
Phyllanthaceae;Antidesma montanum;NA;G.Murata L.2176784;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;927;Antidesma montanum;Phyllanthaceae;Angiosperm;wfo-0000237537;species;Accepted;Blume;TRUE
Tectariaceae;Tectaria variolosa;NA;G.Murata L.3614404;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;928;Tectaria impressa;Tectariaceae;Pteridophytes;wfo-0001227731;species;Accepted;(Fée) Holttum;TRUE
Tectariaceae;Tectaria variolosa;NA;G.Murata L.3614435;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;929;Tectaria impressa;Tectariaceae;Pteridophytes;wfo-0001227731;species;Accepted;(Fée) Holttum;TRUE
Pteridaceae;Taenitis blechnoides;NA;G.Murata L.3602515;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;930;Taenitis blechnoides;Pteridaceae;Pteridophytes;wfo-0001117744;species;Accepted;(Willd.) Sw.;TRUE
Pteridaceae;Taenitis blechnoides;NA;G.Murata L.3602500;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;931;Taenitis blechnoides;Pteridaceae;Pteridophytes;wfo-0001117744;species;Accepted;(Willd.) Sw.;TRUE
Rubiaceae;Ixora;NA;G.Murata L.2925153;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;932;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Rubiaceae;Ixora;NA;G.Murata L.2925118;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;933;Ixora;Rubiaceae;Angiosperm;wfo-4000019411;genus;Accepted;L.;TRUE
Pteridaceae;Taenitis blechnoides;NA;G.Murata L.3602514;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;934;Taenitis blechnoides;Pteridaceae;Pteridophytes;wfo-0001117744;species;Accepted;(Willd.) Sw.;TRUE
Loranthaceae;Scurrula;NA;G.Murata L.1649037;102,383300000000;12,0000000000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;935;Scurrula;Loranthaceae;Angiosperm;wfo-4000034854;genus;Accepted;L.;TRUE
Phyllanthaceae;Breynia vitis-idaea;NA;G.Murata L.2193409;102,816667000000;11,9833330000000;NA;1973-08-02;In evergreen forest. NA;LEIDEN;936;Breynia vitis-idaea;Phyllanthaceae;Angiosperm;wfo-0000415036;species;Accepted;(Burm.f.) C.E.C.Fisch.;TRUE
Moraceae;Ficus hirta;NA;G.Murata L.1608144;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;937;Ficus simplicissima;Moraceae;Angiosperm;wfo-0000690331;species;Accepted;Lour.;TRUE
Euphorbiaceae;Acalypha siamensis;NA;G.Murata L.2181229;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;938;Acalypha siamensis;Euphorbiaceae;Angiosperm;wfo-0000236547;species;Accepted;Oliv. ex Gage;TRUE
Primulaceae;Maesa ramentacea;NA;G.Murata L.2634258;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;939;Maesa ramentacea;Primulaceae;Angiosperm;wfo-0001085869;species;Accepted;(Roxb.) A.DC.;TRUE
Gleicheniaceae;Dicranopteris linearis;NA;G.Murata L.3537699;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;940;Dicranopteris linearis;Gleicheniaceae;Pteridophytes;wfo-0001107285;species;Accepted;(Burm.f.) Underw.;TRUE
Commelinaceae;Murdannia;NA;G.Murata L.1427901;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;941;Murdannia;Commelinaceae;Angiosperm;wfo-4000024992;genus;Accepted;Royle;TRUE
Rutaceae;Citrus maxima;NA;G.Murata L.2019783;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;942;Citrus maxima;Rutaceae;Angiosperm;wfo-0000608138;species;Accepted;(Burm.) Merr.;TRUE
Simaroubaceae;Brucea javanica;NA;G.Murata L.2135159;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;943;Brucea javanica;Simaroubaceae;Angiosperm;wfo-0000572705;species;Accepted;Merr.;TRUE
Begoniaceae;Begonia sinuata;NA;G.Murata L.2481485;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;944;Begonia sinuata;Begoniaceae;Angiosperm;wfo-0000825538;species;Accepted;Wall. ex Meisn.;TRUE
Pteridaceae;Taenitis blechnoides;NA;G.Murata L.3602503;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;945;Taenitis blechnoides;Pteridaceae;Pteridophytes;wfo-0001117744;species;Accepted;(Willd.) Sw.;TRUE
Elaeocarpaceae;Elaeocarpus;NA;G.Murata L.2344396;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;946;Elaeocarpus;Elaeocarpaceae;Angiosperm;wfo-4000013109;genus;Accepted;L.;TRUE
Primulaceae;Maesa ramentacea;NA;G.Murata L.2634257;102,383300000000;12,0000000000000;NA;1973-08-03;In evergreen forest. NA;LEIDEN;947;Maesa ramentacea;Primulaceae;Angiosperm;wfo-0001085869;species;Accepted;(Roxb.) A.DC.;TRUE
Cyperaceae;Cyperus compressus;NA;G.Murata L.1368459;102,383300000000;12,0000000000000;NA;1973-08-03;On sandy coast. NA;LEIDEN;948;Cyperus compressus;Cyperaceae;Angiosperm;wfo-0000369779;species;Accepted;L.;TRUE
